4,447892e-04 1200000 1 81
8,543479e-04 1200000 1 45
3,902438e-04 1200000 1 94
1,557555e-04 1200000 1 79
2,368267e-04 1200000 1 79
8,974175e-04 1200000 1 47
3,573517e-04 1200000 1 47
1,027038e-04 1200000 1 46
1,905697e-06 1200000 1 79
3,567234e-04 1200000 1 54
7,830007e-05 2400000 2 338
2,931592e-04 2400000 2 408
1,758173e-04 2400000 2 455
8,085487e-05 2400000 2 438
2,515064e-05 2400000 2 424
1,312539e-04 2400000 2 376
2,612305e-04 2400000 2 449
1,371874e-04 2400000 2 455
3,191546e-04 2400000 2 455
5,689300e-04 2400000 2 361
1,225098e-04 3600000 3 675
2,944762e-04 3600000 3 706
1,228635e-04 3600000 3 863
3,515140e-05 3600000 3 612
1,741467e-04 3600000 3 645
5,503641e-05 3600000 3 887
4,187127e-05 3600000 3 627
1,348885e-04 3600000 3 675
6,026251e-05 3600000 3 816
2,707007e-04 3600000 3 644
4,100403e-04 4800000 4 1082
2,561906e-04 4800000 4 1223
3,805967e-04 4800000 4 1020
1,593713e-04 4800000 4 1059
4,739676e-04 4800000 4 1121
2,395771e-04 4800000 4 1083
2,471718e-04 4800000 4 1364
4,027763e-06 4800000 4 1350
1,090700e-04 4800000 4 1318
8,297694e-05 4800000 4 1177
1,143835e-04 6000000 5 1913
1,612728e-04 6000000 5 1898
2,550682e-04 6000000 5 1773
3,352448e-05 6000000 5 1599
3,486513e-04 6000000 5 1695
3,840523e-05 6000000 5 1662
2,187892e-04 6000000 5 1914
1,192559e-04 6000000 5 2008
1,676848e-05 6000000 5 1944
1,003779e-04 6000000 5 1681
1,864277e-04 7200000 6 2491
4,195033e-05 7200000 6 2586
1,404496e-04 7200000 6 2635
2,838658e-04 7200000 6 2494
7,582433e-05 7200000 6 2133
4,389556e-05 7200000 6 2490
1,880192e-04 7200000 6 2540
2,924519e-04 7200000 6 2558
3,471741e-04 7200000 6 2305
2,529191e-04 7200000 6 2307
9,633037e-06 9600000 8 3592
1,177258e-04 9600000 8 3639
1,872234e-04 9600000 8 3671
9,544408e-05 9600000 8 3748
1,200782e-04 9600000 8 3749
2,240943e-04 9600000 8 3749
2,920982e-04 9600000 8 3716
1,858971e-04 9600000 8 3732
8,417060e-05 9600000 8 3694
6,016473e-05 9600000 8 3675
1,782494e-04 12000000 10 4877
1,155423e-04 12000000 10 4770
7,961910e-06 12000000 10 4940
1,626522e-04 12000000 10 4768
6,662871e-05 12000000 10 4935
3,578906e-04 12000000 10 4814
2,436213e-06 12000000 10 4940
2,097621e-04 12000000 10 4831
4,264936e-05 12000000 10 4832
1,270015e-04 12000000 10 5017
2,957161e-05 14400000 12 5863
4,036814e-05 14400000 12 5887
1,426600e-04 14400000 12 5865
9,775234e-05 14400000 12 5991
1,225982e-04 14400000 12 5882
2,798006e-05 14400000 12 5991
1,365612e-05 14400000 12 5883
1,454895e-04 14400000 12 6020
8,969681e-05 14400000 12 6023
4,629224e-05 14400000 12 5962
