4,114469e-03 12000 1 15
6,601789e-04 12000 1 0
5,010414e-03 12000 1 13
6,448742e-03 12000 1 0
3,524968e-03 12000 1 0
8,254420e-05 12000 1 0
3,053436e-03 12000 1 0
6,024329e-03 12000 1 15
3,265643e-03 12000 1 0
1,780197e-03 12000 1 0
6,448742e-03 12000 2 16
1,827315e-03 12000 2 0
4,008366e-03 12000 2 0
3,902263e-03 12000 2 0
1,296799e-03 12000 2 0
6,071447e-03 12000 2 0
7,662996e-03 12000 2 0
1,402902e-03 12000 2 0
1,509005e-03 12000 2 0
5,010414e-03 12000 2 7
3,100555e-03 12000 3 0
4,479723e-04 12000 3 0
7,026377e-03 12000 3 0
8,252673e-04 12000 3 16
1,461887e-03 12000 3 0
2,357657e-04 12000 3 0
6,601789e-04 12000 3 15
2,947508e-04 12000 3 0
4,798207e-03 12000 3 0
4,479723e-04 12000 3 0
3,053436e-03 12000 4 0
1,286206e-02 12000 4 0
1,933418e-03 12000 4 0
7,556893e-03 12000 4 16
1,084592e-03 12000 4 0
4,008366e-03 12000 4 0
8,724029e-03 12000 4 0
1,886300e-03 12000 4 0
6,071447e-03 12000 4 0
5,281606e-03 12000 4 0
1,355784e-03 12000 5 0
2,463935e-03 12000 5 0
6,130607e-04 12000 5 15
9,313706e-04 12000 5 0
6,448742e-03 12000 5 0
1,933418e-03 12000 5 0
8,464705e-03 12000 5 0
7,934188e-03 12000 5 0
1,992404e-03 12000 5 0
3,371746e-03 12000 5 0
1,615109e-03 12000 6 0
9,419634e-03 12000 6 0
2,947508e-04 12000 6 0
3,100555e-03 12000 6 0
1,721212e-03 12000 6 0
2,676141e-03 12000 6 0
1,827315e-03 12000 6 0
3,159540e-03 12000 6 0
8,723855e-04 12000 6 3
5,387709e-03 12000 6 0
7,617800e-05 12000000 1 1307
1,506708e-04 12000000 1 1193
2,665356e-04 12000000 1 1248
1,069563e-04 12000000 1 1287
8,912261e-05 12000000 1 1145
1,543761e-04 12000000 1 1119
8,413575e-05 12000000 1 1176
4,572636e-05 12000000 1 1162
7,288880e-05 12000000 1 1130
1,427048e-04 12000000 1 1271
2,174701e-05 12000000 2 1240
7,278270e-05 12000000 2 1366
9,389725e-05 12000000 2 1348
1,449329e-04 12000000 2 2161
7,215440e-05 12000000 2 1459
9,708035e-05 12000000 2 1271
1,135722e-05 12000000 2 1412
1,790982e-04 12000000 2 1380
4,286157e-05 12000000 2 1364
5,612448e-05 12000000 2 1505
1,099189e-04 12000000 3 1380
2,424419e-04 12000000 3 1491
4,646908e-05 12000000 3 1679
6,271121e-05 12000000 3 1443
1,092906e-04 12000000 3 1703
9,474608e-05 12000000 3 1662
7,215440e-05 12000000 3 1621
1,873826e-04 12000000 3 992
3,277572e-04 12000000 3 1176
1,763395e-04 12000000 3 1537
3,766251e-05 12000000 4 1651
3,316747e-04 12000000 4 1929
1,751724e-04 12000000 4 1475
7,006980e-06 12000000 4 1882
1,568248e-04 12000000 4 1348
1,580523e-05 12000000 4 1820
2,093460e-04 12000000 4 2573
2,459433e-04 12000000 4 1803
1,109799e-04 12000000 4 1851
1,334821e-04 12000000 4 2462
1,681696e-04 12000000 5 2071
5,007659e-05 12000000 5 1506
2,681272e-04 12000000 5 1521
1,027038e-04 12000000 5 1694
1,367713e-04 12000000 5 2335
1,577714e-04 12000000 5 1976
2,013882e-04 12000000 5 2101
6,313562e-05 12000000 5 1835
3,201095e-04 12000000 5 2651
