4,186878e-04 2000000 2 61
3,365638e-04 2000000 2 39
3,333807e-04 2000000 2 78
2,448906e-04 2000000 2 77
4,874427e-04 2000000 2 78
3,442033e-04 2000000 2 78
2,363940e-04 2000000 2 78
1,326250e-04 2000000 2 79
3,847264e-04 2000000 2 78
3,637179e-04 2000000 2 83
2,249348e-04 2000000 1 106
9,999994e-01 2000000 1 0
2,491264e-04 2000000 1 75
9,999994e-01 2000000 1 1
1,007940e-04 2000000 1 72
9,999994e-01 2000000 1 0
8,093518e-04 2000000 1 72
1,000000e+00 2000000 1 1
3,000560e-04 2000000 1 72
9,999994e-01 2000000 1 1
5,750382e-05 2000000 1 92
9,999994e-01 2000000 1 0
6,349180e-04 2000000 1 70
9,999994e-01 2000000 1 0
5,765695e-04 2000000 1 69
9,999994e-01 2000000 1 1
7,341932e-05 2000000 1 70
1,000000e+00 2000000 1 0
3,461131e-04 2000000 1 70
9,999994e-01 2000000 1 0
